date, value
7/11/1990,91.81
7/12/1990,91.89
7/13/1990,91.98
7/16/1990,91.98
7/17/1990,92
7/18/1990,92.02
7/19/1990,92.01
7/20/1990,92.03
7/23/1990,92.05
7/24/1990,92.05
7/25/1990,92.05
7/26/1990,92.05
7/27/1990,92.082
7/30/1990,92.11
7/31/1990,92.15
8/1/1990,92.18
8/2/1990,92.16
8/3/1990,92.23
8/6/1990,92.24
8/7/1990,92.21
8/8/1990,92.2
8/9/1990,92.17
8/10/1990,92.18
8/13/1990,92.18
8/14/1990,92.17
8/15/1990,92.16
8/16/1990,92.07
8/17/1990,92.06
8/20/1990,92.04
8/21/1990,92.05
8/22/1990,92.02
8/23/1990,92
8/24/1990,92.02
8/27/1990,92.03
8/28/1990,92.052
8/29/1990,92.092
8/30/1990,92.108
8/31/1990,92.162
9/4/1990,92.17
9/5/1990,92.19
9/6/1990,92.18
9/7/1990,92.15
9/10/1990,92.13
9/11/1990,92.12
9/12/1990,92.13
9/13/1990,92.13
9/14/1990,92.14
9/17/1990,92.13
9/18/1990,92.11
9/19/1990,92.09
9/20/1990,92.06
9/21/1990,92.04
9/24/1990,92
9/25/1990,91.998
9/26/1990,91.996
9/27/1990,92.054
9/28/1990,92.096
10/1/1990,92.18
10/2/1990,92.19
10/3/1990,92.19
10/4/1990,92.18
10/5/1990,92.17
10/8/1990,92.17
10/9/1990,92.1
10/10/1990,92.11
10/11/1990,92.08
10/12/1990,92.12
10/15/1990,92.08
10/16/1990,92.08
10/17/1990,92.09
10/18/1990,92.09
10/19/1990,92.13
10/22/1990,92.14
10/23/1990,92.12
10/24/1990,92.13
10/25/1990,92.17
10/26/1990,92.17
10/29/1990,92.186
10/30/1990,92.182
10/31/1990,92.176
11/1/1990,92.2
11/2/1990,92.18
11/5/1990,92.19
11/6/1990,92.19
11/7/1990,92.18
11/8/1990,92.18
11/9/1990,92.2
11/12/1990,92.21
11/13/1990,92.25
11/14/1990,92.23
11/15/1990,92.22
11/16/1990,92.28
11/19/1990,92.22
11/20/1990,92.21
11/21/1990,92.25
11/23/1990,92.25
11/26/1990,92.24
11/27/1990,92.184
11/28/1990,92.23
11/29/1990,92.306
11/30/1990,92.364
12/3/1990,92.46
12/4/1990,92.52
12/5/1990,92.54
12/6/1990,92.54
12/7/1990,92.68
12/10/1990,92.74
12/11/1990,92.76
12/12/1990,92.79
12/13/1990,92.75
12/14/1990,92.71
12/17/1990,92.71
12/18/1990,92.75
12/19/1990,92.91
12/20/1990,92.89
12/21/1990,92.86
12/24/1990,92.91
12/26/1990,92.926
12/27/1990,92.988
12/28/1990,93.032
12/31/1990,93.126
1/2/1991,93.17
1/3/1991,93.16
1/4/1991,93.1
1/7/1991,93.08
1/8/1991,93.18
1/9/1991,93.26
1/10/1991,93.31
1/11/1991,93.32
1/14/1991,93.33
1/15/1991,93.35
1/16/1991,93.31
1/17/1991,93.34
1/18/1991,93.39
1/21/1991,93.39
1/22/1991,93.42
1/23/1991,93.43
1/24/1991,93.43
1/25/1991,93.38
1/28/1991,93.36
1/29/1991,93.358
1/30/1991,93.386
1/31/1991,93.418
2/1/1991,93.63
2/4/1991,93.68
2/5/1991,93.68
2/6/1991,93.69
2/7/1991,93.7
2/8/1991,93.69
2/11/1991,93.7
2/12/1991,93.75
2/13/1991,93.81
2/14/1991,93.78
2/15/1991,93.77
2/19/1991,93.73
2/20/1991,93.73
2/21/1991,93.73
2/22/1991,93.71
2/25/1991,93.73
2/26/1991,93.73
2/27/1991,93.744
2/28/1991,93.76
3/1/1991,93.76
3/4/1991,93.76
3/5/1991,93.77
3/6/1991,93.75
3/7/1991,93.77
3/8/1991,93.9
3/11/1991,93.94
3/12/1991,93.92
3/13/1991,93.93
3/14/1991,93.98
3/15/1991,93.97
3/18/1991,93.95
3/19/1991,93.91
3/20/1991,93.91
3/21/1991,93.92
3/22/1991,93.92
3/25/1991,93.936
3/26/1991,93.938
3/27/1991,93.962
3/28/1991,93.972
4/1/1991,93.99
4/2/1991,94.02
4/3/1991,94.01
4/4/1991,94.1
4/5/1991,94.12
4/8/1991,94.11
4/9/1991,94.11
4/10/1991,94.08
4/11/1991,94.12
4/12/1991,94.17
4/15/1991,94.13
4/16/1991,94.1
4/17/1991,94.11
4/18/1991,94.03
4/19/1991,94.03
4/22/1991,94.04
4/23/1991,94.06
4/24/1991,94.06
4/25/1991,94.074
4/26/1991,94.07
4/29/1991,94.054
4/30/1991,94.208
5/1/1991,94.22
5/2/1991,94.23
5/3/1991,94.23
5/6/1991,94.23
5/7/1991,94.22
5/8/1991,94.22
5/9/1991,94.22
5/10/1991,94.23
5/13/1991,94.25
5/14/1991,94.24
5/15/1991,94.24
5/16/1991,94.23
5/17/1991,94.23
5/20/1991,94.23
5/21/1991,94.22
5/22/1991,94.23
5/23/1991,94.24
5/24/1991,94.24
5/28/1991,94.262
5/29/1991,94.258
5/30/1991,94.256
5/31/1991,94.24
6/3/1991,94.21
6/4/1991,94.18
6/5/1991,94.13
6/6/1991,94.14
6/7/1991,94.14
6/10/1991,94.14
6/11/1991,94.14
6/12/1991,94.12
6/13/1991,94.12
6/14/1991,94.16
6/17/1991,94.16
6/18/1991,94.16
6/19/1991,94.16
6/20/1991,94.18
6/21/1991,94.19
6/24/1991,94.18
6/25/1991,94.136
6/26/1991,94.126
6/27/1991,94.134
6/28/1991,94.15
7/1/1991,94.11
7/2/1991,94.08
7/3/1991,94.1
7/5/1991,94.11
7/8/1991,94.12
7/9/1991,94.12
7/10/1991,94.13
7/11/1991,94.14
7/12/1991,94.16
7/15/1991,94.15
7/16/1991,94.14
7/17/1991,94.13
7/18/1991,94.12
7/19/1991,94.15
7/22/1991,94.15
7/23/1991,94.14
7/24/1991,94.16
7/25/1991,94.17
7/26/1991,94.176
7/29/1991,94.176
7/30/1991,94.184
7/31/1991,94.18
8/1/1991,94.19
8/2/1991,94.28
8/5/1991,94.32
8/6/1991,94.41
8/7/1991,94.46
8/8/1991,94.45
8/9/1991,94.47
8/12/1991,94.48
8/13/1991,94.47
8/14/1991,94.55
8/15/1991,94.55
8/16/1991,94.54
8/19/1991,94.6
8/20/1991,94.61
8/21/1991,94.55
8/22/1991,94.52
8/23/1991,94.46
8/26/1991,94.46
8/27/1991,94.482
8/28/1991,94.544
8/29/1991,94.566
8/30/1991,94.542
9/3/1991,94.55
9/4/1991,94.56
9/5/1991,94.56
9/6/1991,94.59
9/9/1991,94.6
9/10/1991,94.61
9/11/1991,94.61
9/12/1991,94.64
9/13/1991,94.68
9/16/1991,94.71
9/17/1991,94.69
9/18/1991,94.69
9/19/1991,94.68
9/20/1991,94.71
9/23/1991,94.74
9/24/1991,94.74
9/25/1991,94.752
9/26/1991,94.794
9/27/1991,94.81
9/30/1991,94.826
10/1/1991,94.85
10/2/1991,94.84
10/3/1991,94.84
10/4/1991,94.88
10/7/1991,94.89
10/8/1991,94.89
10/9/1991,94.85
10/10/1991,94.84
10/11/1991,94.9
10/14/1991,94.9
10/15/1991,94.9
10/16/1991,94.89
10/17/1991,94.83
10/18/1991,94.83
10/21/1991,94.82
10/22/1991,94.8
10/23/1991,94.81
10/24/1991,94.86
10/25/1991,94.85
10/28/1991,94.856
10/29/1991,94.908
10/30/1991,94.976
10/31/1991,94.978
11/1/1991,95.03
11/4/1991,95.04
11/5/1991,95.02
11/6/1991,95.14
11/7/1991,95.18
11/8/1991,95.15
11/11/1991,95.15
11/12/1991,95.14
11/13/1991,95.09
11/14/1991,95.13
11/15/1991,95.15
11/18/1991,95.19
11/19/1991,95.2
11/20/1991,95.18
11/21/1991,95.23
11/22/1991,95.23
11/25/1991,95.268
11/26/1991,95.326
11/27/1991,95.37
11/29/1991,95.408
12/2/1991,95.44
12/3/1991,95.46
12/4/1991,95.5
12/5/1991,95.51
12/6/1991,95.62
12/9/1991,95.68
12/10/1991,95.69
12/11/1991,95.65
12/12/1991,95.65
12/13/1991,95.63
12/16/1991,95.65
12/17/1991,95.7
12/18/1991,95.64
12/19/1991,95.67
12/20/1991,95.93
12/23/1991,95.94
12/24/1991,95.89
12/26/1991,95.918
12/27/1991,95.98
12/30/1991,96.03
12/31/1991,96.1
1/2/1992,96.08
1/3/1992,96.06
1/6/1992,96.12
1/7/1992,96.15
1/8/1992,96.13
1/9/1992,96.09
1/10/1992,96.06
1/13/1992,96.04
1/14/1992,96.03
1/15/1992,96.03
1/16/1992,96.03
1/17/1992,96.04
1/20/1992,96.04
1/21/1992,96.06
1/22/1992,96.05
1/23/1992,96.05
1/24/1992,96.03
1/27/1992,96.02
1/28/1992,96.036
1/29/1992,96.024
1/30/1992,96.022
1/31/1992,96.026
2/3/1992,96.03
2/4/1992,96.04
2/5/1992,96.05
2/6/1992,96.07
2/7/1992,96.18
2/10/1992,96.19
2/11/1992,96.14
2/12/1992,96.14
2/13/1992,96.05
2/14/1992,96.03
2/18/1992,96
2/19/1992,95.97
2/20/1992,95.95
2/21/1992,95.94
2/24/1992,95.94
2/25/1992,95.976
2/26/1992,96.004
2/27/1992,96.002
2/28/1992,96.028
3/2/1992,95.98
3/3/1992,95.98
3/4/1992,95.98
3/5/1992,95.95
3/6/1992,95.96
3/9/1992,95.96
3/10/1992,95.96
3/11/1992,95.97
3/12/1992,95.96
3/13/1992,95.94
3/16/1992,95.93
3/17/1992,95.94
3/18/1992,95.95
3/19/1992,95.96
3/20/1992,95.96
3/23/1992,95.96
3/24/1992,95.98
3/25/1992,95.98
3/26/1992,95.964
3/27/1992,95.958
3/30/1992,95.952
3/31/1992,95.946
4/1/1992,95.95
4/2/1992,95.94
4/3/1992,95.98
4/6/1992,95.98
4/7/1992,96.01
4/8/1992,96.02
4/9/1992,96.23
4/10/1992,96.24
4/13/1992,96.25
4/15/1992,96.26
4/16/1992,96.24
4/20/1992,96.22
4/21/1992,96.23
4/22/1992,96.23
4/23/1992,96.22
4/24/1992,96.25
4/27/1992,96.23
4/28/1992,96.24
4/29/1992,96.234
4/30/1992,96.232
5/1/1992,96.29
5/4/1992,96.3
5/5/1992,96.3
5/6/1992,96.32
5/7/1992,96.31
5/8/1992,96.3
5/11/1992,96.31
5/12/1992,96.31
5/13/1992,96.36
5/14/1992,96.33
5/15/1992,96.3
5/18/1992,96.3
5/19/1992,96.38
5/20/1992,96.33
5/21/1992,96.26
5/22/1992,96.26
5/26/1992,96.222
5/27/1992,96.234
5/28/1992,96.246
5/29/1992,96.246
6/1/1992,96.22
6/2/1992,96.22
6/3/1992,96.26
6/4/1992,96.24
6/5/1992,96.26
6/8/1992,96.26
6/9/1992,96.26
6/10/1992,96.26
6/11/1992,96.28
6/12/1992,96.28
6/15/1992,96.28
6/16/1992,96.28
6/17/1992,96.29
6/18/1992,96.29
6/19/1992,96.27
6/22/1992,96.27
6/23/1992,96.27
6/24/1992,96.32
6/25/1992,96.324
6/26/1992,96.328
6/29/1992,96.366
6/30/1992,96.37
7/1/1992,96.38
7/2/1992,96.7
7/6/1992,96.71
7/7/1992,96.72
7/8/1992,96.73
7/9/1992,96.74
7/10/1992,96.76
7/13/1992,96.76
7/14/1992,96.78
7/15/1992,96.8
7/16/1992,96.79
7/17/1992,96.78
7/20/1992,96.78
7/21/1992,96.77
7/22/1992,96.77
7/23/1992,96.78
7/24/1992,96.78
7/27/1992,96.77
7/28/1992,96.776
7/29/1992,96.774
7/30/1992,96.766
7/31/1992,96.768
8/3/1992,96.79
8/4/1992,96.8
8/5/1992,96.8
8/6/1992,96.81
8/7/1992,96.84
8/10/1992,96.85
8/11/1992,96.84
8/12/1992,96.83
8/13/1992,96.83
8/14/1992,96.84
8/17/1992,96.82
8/18/1992,96.84
8/19/1992,96.83
8/20/1992,96.8
8/21/1992,96.78
8/24/1992,96.76
8/25/1992,96.75
8/26/1992,96.764
8/27/1992,96.768
8/28/1992,96.772
8/31/1992,96.802
9/1/1992,96.82
9/2/1992,96.83
9/3/1992,96.84
9/4/1992,97.04
9/8/1992,97.07
9/9/1992,97.06
9/10/1992,97.07
9/11/1992,97.06
9/14/1992,97.11
9/15/1992,97.07
9/16/1992,97.07
9/17/1992,97.07
9/18/1992,97.08
9/21/1992,97.07
9/22/1992,97.03
9/23/1992,97.03
9/24/1992,97.06
9/25/1992,97.13
9/28/1992,97.136
9/29/1992,97.134
9/30/1992,97.15
10/1/1992,97.24
10/2/1992,97.21
10/5/1992,97.2
10/6/1992,97.16
10/7/1992,97.09
10/8/1992,97.1
10/9/1992,97.02
10/12/1992,97.05
10/13/1992,97.02
10/14/1992,96.98
10/15/1992,96.99
10/16/1992,96.99
10/19/1992,96.97
10/20/1992,96.94
10/21/1992,96.96
10/22/1992,96.96
10/23/1992,96.95
10/26/1992,96.95
10/27/1992,96.922
10/28/1992,96.894
10/29/1992,96.866
10/30/1992,96.828
11/2/1992,96.76
11/3/1992,96.79
11/4/1992,96.81
11/5/1992,96.84
11/6/1992,96.81
11/9/1992,96.78
11/10/1992,96.79
11/11/1992,96.82
11/12/1992,96.8
11/13/1992,96.77
11/16/1992,96.73
11/17/1992,96.73
11/18/1992,96.77
11/19/1992,96.74
11/20/1992,96.73
11/23/1992,96.72
11/24/1992,96.736
11/25/1992,96.704
11/27/1992,96.658
11/30/1992,96.626
12/1/1992,96.6
12/2/1992,96.62
12/3/1992,96.64
12/4/1992,96.69
12/7/1992,96.7
12/8/1992,96.74
12/9/1992,96.75
12/10/1992,96.75
12/11/1992,96.77
12/14/1992,96.76
12/15/1992,96.77
12/16/1992,96.8
12/17/1992,96.78
12/18/1992,96.79
12/21/1992,96.78
12/22/1992,96.8
12/23/1992,96.79
12/24/1992,96.8
12/28/1992,96.838
12/29/1992,96.87
12/30/1992,96.904
12/31/1992,96.916
1/4/1993,96.96
1/5/1993,96.95
1/6/1993,96.95
1/7/1993,96.94
1/8/1993,96.94
1/11/1993,96.94
1/12/1993,96.94
1/13/1993,96.94
1/14/1993,96.94
1/15/1993,96.96
1/18/1993,96.97
1/19/1993,96.96
1/20/1993,96.95
1/21/1993,96.95
1/22/1993,96.95
1/25/1993,96.96
1/26/1993,96.954
1/27/1993,96.948
1/28/1993,96.958
1/29/1993,96.954
2/1/1993,96.95
2/2/1993,96.93
2/3/1993,96.94
2/4/1993,96.96
2/5/1993,96.97
2/8/1993,96.95
2/9/1993,96.93
2/10/1993,96.93
2/11/1993,96.94
2/12/1993,96.95
2/16/1993,96.94
2/17/1993,96.95
2/18/1993,96.97
2/19/1993,96.96
2/22/1993,96.96
2/23/1993,96.968
2/24/1993,96.966
2/25/1993,96.974
2/26/1993,96.98
3/1/1993,97
3/2/1993,97
3/3/1993,97.02
3/4/1993,97.03
3/5/1993,96.98
3/8/1993,96.96
3/9/1993,96.94
3/10/1993,96.95
3/11/1993,96.97
3/12/1993,96.98
3/15/1993,96.96
3/16/1993,96.98
3/17/1993,96.98
3/18/1993,96.97
3/19/1993,96.96
3/22/1993,96.97
3/23/1993,96.97
3/24/1993,96.97
3/25/1993,96.98
3/26/1993,96.97
3/29/1993,96.974
3/30/1993,96.976
3/31/1993,96.96
4/1/1993,96.98
4/2/1993,96.97
4/5/1993,96.97
4/6/1993,96.97
4/7/1993,96.97
4/8/1993,96.98
4/12/1993,96.99
4/13/1993,97
4/14/1993,96.99
4/15/1993,96.99
4/16/1993,97
4/19/1993,97
4/20/1993,97
4/21/1993,96.99
4/22/1993,97
4/23/1993,97
4/26/1993,96.98
4/27/1993,96.978
4/28/1993,96.986
4/29/1993,96.994
4/30/1993,97
5/3/1993,97.02
5/4/1993,97.04
5/5/1993,97.03
5/6/1993,97.03
5/7/1993,97.01
5/10/1993,97.01
5/11/1993,97
5/12/1993,96.98
5/13/1993,96.97
5/14/1993,96.96
5/17/1993,96.95
5/18/1993,96.94
5/19/1993,96.96
5/20/1993,96.96
5/21/1993,96.95
5/24/1993,96.93
5/25/1993,96.922
5/26/1993,96.918
5/27/1993,96.88
5/28/1993,96.87
6/1/1993,96.9
6/2/1993,96.88
6/3/1993,96.89
6/4/1993,96.82
6/7/1993,96.83
6/8/1993,96.81
6/9/1993,96.84
6/10/1993,96.84
6/11/1993,96.93
6/14/1993,96.93
6/15/1993,96.95
6/16/1993,96.94
6/17/1993,96.94
6/18/1993,96.93
6/21/1993,96.93
6/22/1993,96.93
6/23/1993,96.91
6/24/1993,96.92
6/25/1993,96.92
6/28/1993,96.904
6/29/1993,96.922
6/30/1993,96.916
7/1/1993,96.93
7/2/1993,96.94
7/6/1993,96.92
7/7/1993,96.92
7/8/1993,96.92
7/9/1993,96.92
7/12/1993,96.92
7/13/1993,96.93
7/14/1993,96.93
7/15/1993,96.93
7/16/1993,96.94
7/19/1993,96.93
7/20/1993,96.92
7/21/1993,96.91
7/22/1993,96.9
7/23/1993,96.91
7/26/1993,96.93
7/27/1993,96.904
7/28/1993,96.898
7/29/1993,96.91
7/30/1993,96.9
8/2/1993,96.87
8/3/1993,96.88
8/4/1993,96.88
8/5/1993,96.89
8/6/1993,96.9
8/9/1993,96.91
8/10/1993,96.91
8/11/1993,96.91
8/12/1993,96.93
8/13/1993,96.94
8/16/1993,96.93
8/17/1993,96.92
8/18/1993,96.92
8/19/1993,96.93
8/20/1993,96.93
8/23/1993,96.92
8/24/1993,96.93
8/25/1993,96.93
8/26/1993,96.93
8/27/1993,96.936
8/30/1993,96.944
8/31/1993,96.954
9/1/1993,96.96
9/2/1993,96.97
9/3/1993,97
9/7/1993,97
9/8/1993,96.99
9/9/1993,96.97
9/10/1993,96.97
9/13/1993,96.98
9/14/1993,96.97
9/15/1993,96.97
9/16/1993,96.96
9/17/1993,96.95
9/20/1993,96.95
9/21/1993,96.95
9/22/1993,96.95
9/23/1993,96.96
9/24/1993,96.96
9/27/1993,96.958
9/28/1993,96.952
9/29/1993,96.948
9/30/1993,96.944
10/1/1993,96.94
10/4/1993,96.94
10/5/1993,96.95
10/6/1993,96.94
10/7/1993,96.96
10/8/1993,96.96
10/11/1993,96.96
10/12/1993,96.94
10/13/1993,96.94
10/14/1993,96.95
10/15/1993,96.95
10/18/1993,96.95
10/19/1993,96.95
10/20/1993,96.95
10/21/1993,96.95
10/22/1993,96.94
10/25/1993,96.94
10/26/1993,96.92
10/27/1993,96.896
10/28/1993,96.874
10/29/1993,96.85
11/1/1993,96.82
11/2/1993,96.79
11/3/1993,96.8
11/4/1993,96.81
11/5/1993,96.81
11/8/1993,96.83
11/9/1993,96.85
11/10/1993,96.85
11/11/1993,96.85
11/12/1993,96.86
11/15/1993,96.86
11/16/1993,96.86
11/17/1993,96.86
11/18/1993,96.85
11/19/1993,96.84
11/22/1993,96.84
11/23/1993,96.86
11/24/1993,96.858
11/26/1993,96.866
11/29/1993,96.844
11/30/1993,96.824
12/1/1993,96.82
12/2/1993,96.82
12/3/1993,96.82
12/6/1993,96.83
12/7/1993,96.84
12/8/1993,96.86
12/9/1993,96.86
12/10/1993,96.86
12/13/1993,96.85
12/14/1993,96.86
12/15/1993,96.87
12/16/1993,96.88
12/17/1993,96.91
12/20/1993,96.9
12/21/1993,96.9
12/22/1993,96.9
12/23/1993,96.9
12/27/1993,96.89
12/28/1993,96.894
12/29/1993,96.898
12/30/1993,96.896
12/31/1993,96.892
1/3/1994,96.87
1/4/1994,96.87
1/5/1994,96.88
1/6/1994,96.9
1/7/1994,96.93
1/10/1994,96.94
1/11/1994,96.95
1/12/1994,96.95
1/13/1994,96.94
1/14/1994,96.94
1/17/1994,96.94
1/18/1994,96.95
1/19/1994,96.95
1/20/1994,96.95
1/21/1994,96.95
1/24/1994,96.95
1/25/1994,96.95
1/26/1994,96.938
1/27/1994,96.926
1/28/1994,96.92
1/31/1994,96.894
2/1/1994,96.83
2/2/1994,96.8
2/3/1994,96.74
2/4/1994,96.65
2/7/1994,96.65
2/8/1994,96.64
2/9/1994,96.64
2/10/1994,96.63
2/11/1994,96.65
2/14/1994,96.66
2/15/1994,96.66
2/16/1994,96.64
2/17/1994,96.64
2/18/1994,96.6
2/22/1994,96.61
2/23/1994,96.55
2/24/1994,96.51
2/25/1994,96.488
2/28/1994,96.506
3/1/1994,96.41
3/2/1994,96.41
3/3/1994,96.4
3/4/1994,96.38
3/7/1994,96.39
3/8/1994,96.38
3/9/1994,96.39
3/10/1994,96.41
3/11/1994,96.42
3/14/1994,96.41
3/15/1994,96.41
3/16/1994,96.44
3/17/1994,96.44
3/18/1994,96.39
3/21/1994,96.37
3/22/1994,96.41
3/23/1994,96.44
3/24/1994,96.42
3/25/1994,96.43
3/28/1994,96.4
3/29/1994,96.352
3/30/1994,96.318
3/31/1994,96.282
4/1/1994,96.12
4/4/1994,96.1
4/5/1994,96.13
4/6/1994,96.17
4/7/1994,96.21
4/8/1994,96.18
4/11/1994,96.2
4/12/1994,96.22
4/13/1994,96.22
4/14/1994,96.21
4/15/1994,96.19
4/18/1994,96.09
4/19/1994,96.08
4/20/1994,96.06
4/21/1994,96.1
4/22/1994,96.09
4/25/1994,96.03
4/26/1994,95.976
4/28/1994,95.912
4/29/1994,95.846
5/2/1994,95.77
5/3/1994,95.75
5/4/1994,95.75
5/5/1994,95.75
5/6/1994,95.62
5/9/1994,95.55
5/10/1994,95.61
5/11/1994,95.6
5/12/1994,95.67
5/13/1994,95.73
5/16/1994,95.74
5/17/1994,95.69
5/18/1994,95.69
5/19/1994,95.7
5/20/1994,95.69
5/23/1994,95.67
5/24/1994,95.68
5/25/1994,95.646
5/26/1994,95.624
5/27/1994,95.578
5/31/1994,95.538
6/1/1994,95.51
6/2/1994,95.53
6/3/1994,95.58
6/6/1994,95.63
6/7/1994,95.62
6/8/1994,95.64
6/9/1994,95.65
6/10/1994,95.65
6/13/1994,95.63
6/14/1994,95.66
6/15/1994,95.65
6/16/1994,95.66
6/17/1994,95.65
6/20/1994,95.63
6/21/1994,95.59
6/22/1994,95.6
6/23/1994,95.62
6/24/1994,95.59
6/27/1994,95.558
6/28/1994,95.482
6/29/1994,95.438
6/30/1994,95.354
7/1/1994,95.31
7/5/1994,95.34
7/6/1994,95.36
7/7/1994,95.39
7/8/1994,95.32
7/11/1994,95.32
7/12/1994,95.34
7/13/1994,95.35
7/14/1994,95.44
7/15/1994,95.49
7/18/1994,95.53
7/19/1994,95.58
7/20/1994,95.54
7/21/1994,95.53
7/22/1994,95.51
7/25/1994,95.52
7/26/1994,95.47
7/27/1994,95.406
7/28/1994,95.38
7/29/1994,95.444
8/1/1994,95.4
8/2/1994,95.42
8/3/1994,95.43
8/4/1994,95.42
8/5/1994,95.31
8/8/1994,95.33
8/9/1994,95.33
8/10/1994,95.35
8/11/1994,95.33
8/12/1994,95.34
8/15/1994,95.33
8/16/1994,95.23
8/17/1994,95.22
8/18/1994,95.21
8/19/1994,95.21
8/22/1994,95.21
8/23/1994,95.22
8/24/1994,95.23
8/25/1994,95.22
8/26/1994,95.204
8/29/1994,95.188
8/30/1994,95.172
8/31/1994,95.156
9/1/1994,95.15
9/2/1994,95.16
9/6/1994,95.16
9/7/1994,95.16
9/8/1994,95.17
9/9/1994,95.14
9/12/1994,95.13
9/13/1994,95.14
9/14/1994,95.16
9/15/1994,95.17
9/16/1994,95.11
9/19/1994,95.11
9/20/1994,95.07
9/21/1994,94.98
9/22/1994,95.02
9/23/1994,95.01
9/26/1994,94.99
9/27/1994,95.028
9/28/1994,94.99
9/29/1994,94.908
9/30/1994,94.854
10/3/1994,94.78
10/4/1994,94.78
10/5/1994,94.76
10/6/1994,94.76
10/7/1994,94.82
10/10/1994,94.84
10/11/1994,94.88
10/12/1994,94.87
10/13/1994,94.91
10/14/1994,94.96
10/17/1994,94.96
10/18/1994,94.97
10/19/1994,94.96
10/20/1994,94.92
10/21/1994,94.92
10/24/1994,94.91
10/25/1994,94.92
10/26/1994,94.838
10/27/1994,94.766
10/28/1994,94.716
10/31/1994,94.626
11/1/1994,94.5
11/2/1994,94.46
11/3/1994,94.44
11/4/1994,94.4
11/7/1994,94.39
11/8/1994,94.4
11/9/1994,94.41
11/10/1994,94.41
11/11/1994,94.41
11/14/1994,94.4
11/15/1994,94.31
11/16/1994,94.31
11/17/1994,94.31
11/18/1994,94.31
11/21/1994,94.3
11/22/1994,94.32
11/23/1994,94.35
11/25/1994,94.32
11/28/1994,94.262
11/29/1994,94.184
11/30/1994,94.122
12/1/1994,94.05
12/2/1994,93.99
12/5/1994,93.93
12/6/1994,93.99
12/7/1994,94.03
12/8/1994,94.02
12/9/1994,94.04
12/12/1994,94.01
12/13/1994,94
12/14/1994,94.05
12/15/1994,94.1
12/16/1994,94.1
12/19/1994,94.13
12/20/1994,94.24
12/21/1994,94.27
12/22/1994,94.24
12/23/1994,94.24
12/27/1994,94.164
12/28/1994,94.062
12/29/1994,93.972
12/30/1994,93.854
1/3/1995,93.76
1/4/1995,93.83
1/5/1995,93.83
1/6/1995,93.82
1/9/1995,93.82
1/10/1995,93.86
1/11/1995,93.92
1/12/1995,93.94
1/13/1995,94.02
1/17/1995,94.01
1/18/1995,94.01
1/19/1995,93.97
1/20/1995,93.98
1/23/1995,93.99
1/24/1995,93.98
1/25/1995,94.03
1/26/1995,94.008
1/27/1995,94.014
1/30/1995,94.006
1/31/1995,93.976
2/1/1995,93.94
2/2/1995,93.94
2/3/1995,93.96
2/6/1995,93.95
2/7/1995,93.96
2/8/1995,93.96
2/9/1995,93.96
2/10/1995,93.95
2/13/1995,93.95
2/14/1995,93.95
2/15/1995,93.96
2/16/1995,93.97
2/17/1995,93.97
2/21/1995,93.97
2/22/1995,93.98
2/23/1995,93.972
2/24/1995,93.96
2/27/1995,93.96
2/28/1995,93.94
3/1/1995,93.93
3/2/1995,93.93
3/3/1995,93.91
3/6/1995,93.9
3/7/1995,93.87
3/8/1995,93.9
3/9/1995,93.93
3/10/1995,93.93
3/13/1995,93.95
3/14/1995,93.96
3/15/1995,93.95
3/16/1995,93.97
3/17/1995,93.97
3/20/1995,93.97
3/21/1995,93.96
3/22/1995,93.96
3/23/1995,93.96
3/24/1995,93.97
3/27/1995,93.97
3/28/1995,93.96
3/29/1995,93.954
3/30/1995,93.946
3/31/1995,93.92
4/3/1995,93.92
4/4/1995,93.92
4/5/1995,93.92
4/6/1995,93.94
4/7/1995,93.94
4/10/1995,93.94
4/11/1995,93.96
4/12/1995,93.96
4/13/1995,93.99
4/17/1995,93.98
4/18/1995,93.98
4/19/1995,93.98
4/20/1995,93.99
4/21/1995,94
4/24/1995,93.99
4/25/1995,93.974
4/26/1995,93.968
4/27/1995,93.962
4/28/1995,93.948
5/1/1995,93.94
5/2/1995,93.95
5/3/1995,93.97
5/4/1995,93.99
5/5/1995,94.02
5/8/1995,94
5/9/1995,94
5/10/1995,94
5/11/1995,94
5/12/1995,93.99
5/15/1995,93.98
5/16/1995,94
5/17/1995,94
5/18/1995,94
5/19/1995,94.01
5/22/1995,94
5/23/1995,93.99
5/24/1995,94.01
5/25/1995,94.014
5/26/1995,94.024
5/30/1995,94.042
5/31/1995,94.05
6/1/1995,94.13
6/2/1995,94.21
6/5/1995,94.17
6/6/1995,94.14
6/7/1995,94.1
6/8/1995,94.07
6/9/1995,94.06
6/12/1995,94.07
6/13/1995,94.16
6/14/1995,94.15
6/15/1995,94.14
6/16/1995,94.13
6/19/1995,94.14
6/20/1995,94.13
6/21/1995,94.13
6/22/1995,94.17
6/23/1995,94.16
6/26/1995,94.13
6/27/1995,94.15
6/28/1995,94.184
6/29/1995,94.112
6/30/1995,94.172
7/3/1995,94.2
7/5/1995,94.22
7/6/1995,94.29
7/7/1995,94.29
7/10/1995,94.29
7/11/1995,94.28
7/12/1995,94.29
7/13/1995,94.28
7/14/1995,94.27
7/17/1995,94.27
7/18/1995,94.27
7/19/1995,94.27
7/20/1995,94.27
7/21/1995,94.26
7/24/1995,94.26
7/25/1995,94.27
7/26/1995,94.278
7/27/1995,94.294
7/28/1995,94.316
