date, value
7/31/1995,94.326
8/1/1995,94.31
8/2/1995,94.32
8/3/1995,94.3
8/4/1995,94.31
8/7/1995,94.31
8/8/1995,94.32
8/9/1995,94.31
8/10/1995,94.3
8/11/1995,94.29
8/14/1995,94.29
8/15/1995,94.28
8/16/1995,94.28
8/17/1995,94.28
8/18/1995,94.28
8/21/1995,94.29
8/22/1995,94.27
8/23/1995,94.27
8/24/1995,94.28
8/25/1995,94.28
8/28/1995,94.302
8/29/1995,94.306
8/30/1995,94.33
8/31/1995,94.36
9/1/1995,94.38
9/5/1995,94.36
9/6/1995,94.36
9/7/1995,94.33
9/8/1995,94.33
9/11/1995,94.32
9/12/1995,94.34
9/13/1995,94.32
9/14/1995,94.36
9/15/1995,94.35
9/18/1995,94.33
9/19/1995,94.35
9/20/1995,94.34
9/21/1995,94.31
9/22/1995,94.31
9/25/1995,94.3
9/26/1995,94.274
9/27/1995,94.274
9/28/1995,94.28
9/29/1995,94.314
10/2/1995,94.31
10/3/1995,94.32
10/4/1995,94.33
10/5/1995,94.32
10/6/1995,94.32
10/10/1995,94.31
10/11/1995,94.31
10/12/1995,94.31
10/13/1995,94.31
10/16/1995,94.31
10/17/1995,94.31
10/18/1995,94.3
10/19/1995,94.3
10/20/1995,94.29
10/23/1995,94.28
10/24/1995,94.29
10/25/1995,94.28
10/26/1995,94.288
10/27/1995,94.276
10/30/1995,94.268
10/31/1995,94.264
11/1/1995,94.29
11/2/1995,94.3
11/3/1995,94.3
11/6/1995,94.28
11/7/1995,94.27
11/8/1995,94.29
11/9/1995,94.29
11/10/1995,94.28
11/13/1995,94.28
11/14/1995,94.29
11/15/1995,94.28
11/16/1995,94.28
11/17/1995,94.29
11/20/1995,94.3
11/21/1995,94.29
11/22/1995,94.28
11/24/1995,94.26
11/27/1995,94.288
11/28/1995,94.312
11/29/1995,94.328
11/30/1995,94.364
12/1/1995,94.39
12/4/1995,94.4
12/5/1995,94.4
12/6/1995,94.41
12/7/1995,94.38
12/8/1995,94.36
12/11/1995,94.37
12/12/1995,94.35
12/13/1995,94.33
12/14/1995,94.34
12/15/1995,94.37
12/18/1995,94.34
12/19/1995,94.45
12/20/1995,94.45
12/21/1995,94.45
12/22/1995,94.45
12/26/1995,94.48
12/27/1995,94.514
12/28/1995,94.552
12/29/1995,94.588
1/2/1996,94.61
1/3/1996,94.61
1/4/1996,94.61
1/5/1996,94.6
1/8/1996,94.6
1/9/1996,94.6
1/10/1996,94.57
1/11/1996,94.59
1/12/1996,94.6
1/16/1996,94.62
1/17/1996,94.62
1/18/1996,94.64
1/19/1996,94.63
1/22/1996,94.62
1/23/1996,94.62
1/24/1996,94.62
1/25/1996,94.62
1/26/1996,94.638
1/29/1996,94.646
1/30/1996,94.684
1/31/1996,94.754
2/1/1996,94.77
2/2/1996,94.78
2/5/1996,94.78
2/6/1996,94.78
2/7/1996,94.78
2/8/1996,94.78
2/9/1996,94.78
2/12/1996,94.78
2/13/1996,94.79
2/14/1996,94.79
2/15/1996,94.78
2/16/1996,94.77
2/20/1996,94.73
2/21/1996,94.75
2/22/1996,94.76
2/23/1996,94.76
2/26/1996,94.78
2/27/1996,94.79
2/28/1996,94.798
2/29/1996,94.814
3/1/1996,94.88
3/4/1996,94.87
3/5/1996,94.85
3/6/1996,94.84
3/7/1996,94.84
3/8/1996,94.76
3/11/1996,94.77
3/12/1996,94.76
3/13/1996,94.77
3/14/1996,94.77
3/15/1996,94.74
3/18/1996,94.73
3/19/1996,94.73
3/20/1996,94.74
3/21/1996,94.74
3/22/1996,94.74
3/25/1996,94.74
3/26/1996,94.734
3/27/1996,94.734
3/28/1996,94.726
3/29/1996,94.744
4/1/1996,94.73
4/2/1996,94.73
4/3/1996,94.73
4/4/1996,94.72
4/5/1996,94.71
4/8/1996,94.71
4/9/1996,94.72
4/10/1996,94.72
4/11/1996,94.71
4/12/1996,94.73
4/15/1996,94.73
4/16/1996,94.73
4/17/1996,94.73
4/18/1996,94.73
4/19/1996,94.73
4/22/1996,94.73
4/23/1996,94.73
4/24/1996,94.73
4/25/1996,94.726
4/26/1996,94.722
4/29/1996,94.718
4/30/1996,94.706
5/1/1996,94.71
5/2/1996,94.69
5/3/1996,94.7
5/6/1996,94.71
5/7/1996,94.71
5/8/1996,94.71
5/9/1996,94.71
5/10/1996,94.71
5/13/1996,94.71
5/14/1996,94.71
5/15/1996,94.71
5/16/1996,94.71
5/17/1996,94.71
5/20/1996,94.72
5/21/1996,94.71
5/22/1996,94.71
5/23/1996,94.71
5/24/1996,94.71
5/28/1996,94.704
5/29/1996,94.686
5/30/1996,94.68
5/31/1996,94.66
6/3/1996,94.64
6/4/1996,94.66
6/5/1996,94.66
6/6/1996,94.67
6/7/1996,94.6
6/10/1996,94.6
6/11/1996,94.63
6/12/1996,94.62
6/13/1996,94.63
6/14/1996,94.64
6/17/1996,94.66
6/18/1996,94.65
6/19/1996,94.64
6/20/1996,94.63
6/21/1996,94.63
6/24/1996,94.64
6/25/1996,94.628
6/26/1996,94.61
6/27/1996,94.624
6/28/1996,94.658
7/1/1996,94.64
7/2/1996,94.6
7/3/1996,94.65
7/5/1996,94.56
7/8/1996,94.56
7/9/1996,94.59
7/10/1996,94.62
7/11/1996,94.64
7/12/1996,94.64
7/15/1996,94.63
7/16/1996,94.66
7/17/1996,94.65
7/18/1996,94.68
7/19/1996,94.67
7/22/1996,94.67
7/23/1996,94.67
7/24/1996,94.67
7/25/1996,94.66
7/26/1996,94.632
7/29/1996,94.586
7/30/1996,94.564
7/31/1996,94.558
8/1/1996,94.6
8/2/1996,94.67
8/5/1996,94.68
8/6/1996,94.66
8/7/1996,94.67
8/8/1996,94.68
8/9/1996,94.69
8/12/1996,94.69
8/13/1996,94.67
8/14/1996,94.67
8/15/1996,94.67
8/16/1996,94.68
8/19/1996,94.68
8/20/1996,94.69
8/21/1996,94.7
8/22/1996,94.7
8/23/1996,94.69
8/26/1996,94.68
8/27/1996,94.676
8/28/1996,94.668
8/29/1996,94.632
8/30/1996,94.59
9/3/1996,94.52
9/4/1996,94.52
9/5/1996,94.54
9/6/1996,94.55
9/9/1996,94.57
9/10/1996,94.56
9/11/1996,94.55
9/12/1996,94.58
9/13/1996,94.64
9/16/1996,94.64
9/17/1996,94.6
9/18/1996,94.59
9/19/1996,94.58
9/20/1996,94.58
9/23/1996,94.58
9/24/1996,94.71
9/25/1996,94.694
9/26/1996,94.692
9/27/1996,94.678
9/30/1996,94.664
10/1/1996,94.66
10/2/1996,94.67
10/3/1996,94.67
10/4/1996,94.69
10/7/1996,94.68
10/8/1996,94.69
10/9/1996,94.68
10/10/1996,94.67
10/11/1996,94.68
10/15/1996,94.69
10/16/1996,94.69
10/17/1996,94.69
10/18/1996,94.7
10/21/1996,94.7
10/22/1996,94.69
10/23/1996,94.69
10/24/1996,94.69
10/25/1996,94.7
10/28/1996,94.676
10/29/1996,94.684
10/30/1996,94.676
10/31/1996,94.676
11/1/1996,94.67
11/4/1996,94.67
11/5/1996,94.68
11/6/1996,94.68
11/7/1996,94.68
11/8/1996,94.68
11/12/1996,94.69
11/13/1996,94.68
11/14/1996,94.7
11/15/1996,94.69
11/18/1996,94.7
11/19/1996,94.7
11/20/1996,94.7
11/21/1996,94.7
11/22/1996,94.7
11/25/1996,94.694
11/26/1996,94.682
11/27/1996,94.668
11/29/1996,94.664
12/2/1996,94.65
12/3/1996,94.65
12/4/1996,94.65
12/5/1996,94.65
12/6/1996,94.65
12/9/1996,94.66
12/10/1996,94.66
12/11/1996,94.65
12/12/1996,94.65
12/13/1996,94.64
12/16/1996,94.63
12/17/1996,94.63
12/18/1996,94.63
12/19/1996,94.64
12/20/1996,94.64
12/23/1996,94.63
12/24/1996,94.64
12/26/1996,94.64
12/27/1996,94.654
12/30/1996,94.674
12/31/1996,94.672
1/2/1997,94.68
1/3/1997,94.68
1/6/1997,94.68
1/7/1997,94.68
1/8/1997,94.68
1/9/1997,94.68
1/10/1997,94.66
1/13/1997,94.66
1/14/1997,94.69
1/15/1997,94.69
1/16/1997,94.68
1/17/1997,94.69
1/21/1997,94.7
1/22/1997,94.69
1/23/1997,94.69
1/24/1997,94.69
1/27/1997,94.68
1/28/1997,94.692
1/29/1997,94.684
1/30/1997,94.682
1/31/1997,94.676
2/3/1997,94.68
2/4/1997,94.67
2/5/1997,94.69
2/6/1997,94.69
2/7/1997,94.71
2/10/1997,94.71
2/11/1997,94.71
2/12/1997,94.71
2/13/1997,94.71
2/14/1997,94.72
2/18/1997,94.72
2/19/1997,94.72
2/20/1997,94.72
2/21/1997,94.72
2/24/1997,94.73
2/25/1997,94.716
2/26/1997,94.694
2/27/1997,94.674
2/28/1997,94.654
3/3/1997,94.63
3/4/1997,94.63
3/5/1997,94.62
3/6/1997,94.62
3/7/1997,94.63
3/10/1997,94.62
3/11/1997,94.63
3/12/1997,94.62
3/13/1997,94.6
3/14/1997,94.625
3/17/1997,94.59
3/18/1997,94.59
3/19/1997,94.57
3/20/1997,94.55
3/21/1997,94.54
3/24/1997,94.54
3/25/1997,94.492
3/26/1997,94.48
3/27/1997,94.464
3/31/1997,94.452
4/1/1997,94.45
4/2/1997,94.45
4/3/1997,94.45
4/4/1997,94.44
4/7/1997,94.45
4/8/1997,94.44
4/9/1997,94.45
4/10/1997,94.45
4/11/1997,94.43
4/14/1997,94.43
4/15/1997,94.44
4/16/1997,94.45
4/17/1997,94.45
4/18/1997,94.45
4/21/1997,94.45
4/22/1997,94.45
4/23/1997,94.44
4/24/1997,94.43
4/25/1997,94.406
4/28/1997,94.382
4/29/1997,94.406
4/30/1997,94.36
5/1/1997,94.35
5/2/1997,94.35
5/5/1997,94.36
5/6/1997,94.35
5/7/1997,94.34
5/8/1997,94.34
5/9/1997,94.39
5/12/1997,94.4
5/13/1997,94.37
5/14/1997,94.39
5/15/1997,94.4
5/16/1997,94.39
5/19/1997,94.38
5/20/1997,94.47
5/21/1997,94.47
5/22/1997,94.47
5/23/1997,94.47
5/27/1997,94.446
5/28/1997,94.418
5/29/1997,94.398
5/30/1997,94.398
6/2/1997,94.37
6/3/1997,94.39
6/4/1997,94.39
6/5/1997,94.4
6/6/1997,94.41
6/9/1997,94.4
6/10/1997,94.4
6/11/1997,94.4
6/12/1997,94.44
6/13/1997,94.46
6/16/1997,94.45
6/17/1997,94.45
6/18/1997,94.45
6/19/1997,94.45
6/20/1997,94.45
6/23/1997,94.45
6/24/1997,94.45
6/25/1997,94.448
6/26/1997,94.446
6/27/1997,94.454
6/30/1997,94.442
7/1/1997,94.45
7/2/1997,94.46
7/3/1997,94.48
7/7/1997,94.48
7/8/1997,94.48
7/9/1997,94.48
7/10/1997,94.48
7/11/1997,94.48
7/14/1997,94.48
7/15/1997,94.48
7/16/1997,94.48
7/17/1997,94.48
7/18/1997,94.48
7/21/1997,94.48
7/22/1997,94.48
7/23/1997,94.49
7/24/1997,94.49
7/25/1997,94.49
7/28/1997,94.486
7/29/1997,94.482
7/30/1997,94.478
7/31/1997,94.474
8/1/1997,94.46
8/4/1997,94.45
8/5/1997,94.45
8/6/1997,94.45
8/7/1997,94.45
8/8/1997,94.45
8/11/1997,94.45
8/12/1997,94.45
8/13/1997,94.46
8/14/1997,94.47
8/15/1997,94.47
8/18/1997,94.47
8/19/1997,94.46
8/20/1997,94.47
8/21/1997,94.47
8/22/1997,94.47
8/25/1997,94.47
8/26/1997,94.464
8/27/1997,94.458
8/28/1997,94.458
8/29/1997,94.454
9/2/1997,94.45
9/3/1997,94.44
9/4/1997,94.43
9/5/1997,94.43
9/8/1997,94.44
9/9/1997,94.44
9/10/1997,94.44
9/11/1997,94.44
9/12/1997,94.47
9/15/1997,94.47
9/16/1997,94.48
9/17/1997,94.48
9/18/1997,94.48
9/19/1997,94.48
9/22/1997,94.48
9/23/1997,94.47
9/24/1997,94.48
9/25/1997,94.462
9/26/1997,94.454
9/29/1997,94.446
9/30/1997,94.438
10/1/1997,94.44
10/2/1997,94.44
10/3/1997,94.45
10/6/1997,94.45
10/7/1997,94.45
10/8/1997,94.44
10/9/1997,94.43
10/10/1997,94.41
10/13/1997,94.41
10/14/1997,94.42
10/15/1997,94.42
10/16/1997,94.42
10/17/1997,94.41
10/20/1997,94.41
10/21/1997,94.4
10/22/1997,94.41
10/23/1997,94.44
10/24/1997,94.44
10/27/1997,94.46
10/28/1997,94.452
10/29/1997,94.448
10/30/1997,94.458
10/31/1997,94.454
11/3/1997,94.43
11/4/1997,94.43
11/5/1997,94.43
11/6/1997,94.43
11/7/1997,94.41
11/10/1997,94.38
11/12/1997,94.4
11/13/1997,94.41
11/14/1997,94.4
11/17/1997,94.4
11/18/1997,94.4
11/19/1997,94.4
11/20/1997,94.39
11/21/1997,94.41
11/24/1997,94.386
11/25/1997,94.382
11/26/1997,94.362
11/28/1997,94.346
12/1/1997,94.34
12/2/1997,94.34
12/3/1997,94.35
12/4/1997,94.36
12/5/1997,94.36
12/8/1997,94.36
12/9/1997,94.37
12/10/1997,94.39
12/11/1997,94.41
12/12/1997,94.41
12/15/1997,94.41
12/16/1997,94.42
12/17/1997,94.41
12/18/1997,94.41
12/19/1997,94.42
12/22/1997,94.41
12/23/1997,94.4
12/24/1997,94.4
12/26/1997,94.426
12/29/1997,94.434
12/30/1997,94.43
12/31/1997,94.448
1/2/1998,94.46
1/5/1998,94.48
1/6/1998,94.49
1/7/1998,94.5
1/8/1998,94.53
1/9/1998,94.6
1/12/1998,94.56
1/13/1998,94.53
1/14/1998,94.53
1/15/1998,94.54
1/16/1998,94.53
1/20/1998,94.53
1/21/1998,94.55
1/22/1998,94.56
1/23/1998,94.54
1/26/1998,94.54
1/27/1998,94.524
1/28/1998,94.518
1/29/1998,94.518
1/30/1998,94.504
2/2/1998,94.49
2/3/1998,94.49
2/4/1998,94.48
2/5/1998,94.48
2/6/1998,94.47
2/9/1998,94.47
2/10/1998,94.47
2/11/1998,94.47
2/12/1998,94.47
2/13/1998,94.47
2/17/1998,94.47
2/18/1998,94.47
2/19/1998,94.47
2/20/1998,94.47
2/23/1998,94.47
2/24/1998,94.48
2/25/1998,94.49
2/26/1998,94.49
2/27/1998,94.5
3/2/1998,94.5
3/3/1998,94.5
3/4/1998,94.5
3/5/1998,94.51
3/6/1998,94.5
3/9/1998,94.51
3/10/1998,94.51
3/11/1998,94.51
3/12/1998,94.51
3/13/1998,94.51
3/16/1998,94.51
3/17/1998,94.5
3/18/1998,94.49
3/19/1998,94.49
3/20/1998,94.49
3/23/1998,94.49
3/24/1998,94.49
3/25/1998,94.49
3/26/1998,94.47
3/27/1998,94.476
3/30/1998,94.468
3/31/1998,94.472
4/1/1998,94.47
4/2/1998,94.48
4/3/1998,94.5
4/6/1998,94.49
4/7/1998,94.49
4/8/1998,94.48
4/9/1998,94.49
4/13/1998,94.48
4/14/1998,94.49
4/15/1998,94.48
4/16/1998,94.48
4/17/1998,94.48
4/20/1998,94.48
4/21/1998,94.48
4/22/1998,94.48
4/23/1998,94.48
4/24/1998,94.49
4/27/1998,94.46
4/28/1998,94.464
4/29/1998,94.456
4/30/1998,94.474
5/1/1998,94.47
5/4/1998,94.47
5/5/1998,94.46
5/6/1998,94.47
5/7/1998,94.47
5/8/1998,94.47
5/11/1998,94.46
5/12/1998,94.48
5/13/1998,94.48
5/14/1998,94.46
5/15/1998,94.46
5/18/1998,94.47
5/19/1998,94.49
5/20/1998,94.49
5/21/1998,94.49
5/22/1998,94.49
5/26/1998,94.484
5/27/1998,94.488
5/28/1998,94.472
5/29/1998,94.466
6/1/1998,94.47
6/2/1998,94.46
6/3/1998,94.46
6/4/1998,94.45
6/5/1998,94.46
6/8/1998,94.45
6/9/1998,94.45
6/10/1998,94.46
6/11/1998,94.48
6/12/1998,94.48
6/15/1998,94.49
6/16/1998,94.48
6/17/1998,94.47
6/18/1998,94.48
6/19/1998,94.48
6/22/1998,94.48
6/23/1998,94.48
6/24/1998,94.48
6/25/1998,94.48
6/26/1998,94.48
6/29/1998,94.48
6/30/1998,94.48
7/1/1998,94.49
7/2/1998,94.49
7/6/1998,94.5
7/7/1998,94.5
7/8/1998,94.5
7/9/1998,94.5
7/10/1998,94.49
7/13/1998,94.49
7/14/1998,94.49
7/15/1998,94.49
7/16/1998,94.49
7/17/1998,94.49
7/20/1998,94.49
7/21/1998,94.49
7/22/1998,94.49
7/23/1998,94.49
7/24/1998,94.49
7/27/1998,94.49
7/28/1998,94.486
7/29/1998,94.482
7/30/1998,94.478
7/31/1998,94.474
8/3/1998,94.46
8/4/1998,94.47
8/5/1998,94.48
8/6/1998,94.48
8/7/1998,94.48
8/10/1998,94.48
8/11/1998,94.49
8/12/1998,94.48
8/13/1998,94.48
8/14/1998,94.48
8/17/1998,94.49
8/18/1998,94.48
8/19/1998,94.48
8/20/1998,94.48
8/21/1998,94.48
8/24/1998,94.48
8/25/1998,94.48
8/26/1998,94.492
8/27/1998,94.532
8/28/1998,94.554
8/31/1998,94.58
9/1/1998,94.62
9/2/1998,94.58
9/3/1998,94.59
9/4/1998,94.58
9/8/1998,94.58
9/9/1998,94.63
9/10/1998,94.72
9/11/1998,94.75
9/14/1998,94.72
9/15/1998,94.71
9/16/1998,94.66
9/17/1998,94.65
9/18/1998,94.65
9/21/1998,94.65
9/22/1998,94.64
9/23/1998,94.75
9/24/1998,94.83
9/25/1998,94.866
9/28/1998,94.852
9/29/1998,94.808
9/30/1998,94.84
10/1/1998,94.91
10/2/1998,94.93
10/5/1998,94.96
10/6/1998,94.91
10/7/1998,94.93
10/8/1998,94.98
10/9/1998,95.03
10/13/1998,95
10/14/1998,94.95
10/15/1998,94.89
10/16/1998,95.09
10/19/1998,95.1
10/20/1998,95.09
10/21/1998,95.09
10/22/1998,95.09
10/23/1998,95.09
10/26/1998,95.06
10/27/1998,95.096
10/28/1998,95.118
10/29/1998,95.148
10/30/1998,95.164
11/2/1998,95.13
11/3/1998,95.13
11/4/1998,95.1
11/5/1998,95.12
11/6/1998,95.11
11/9/1998,95.13
11/10/1998,95.15
11/12/1998,95.15
11/13/1998,95.13
11/16/1998,95.14
11/17/1998,95.2
11/18/1998,95.19
11/19/1998,95.2
11/20/1998,95.2
11/23/1998,95.2
11/24/1998,95.184
11/25/1998,95.17
11/27/1998,95.142
11/30/1998,95.128
12/1/1998,95.13
12/2/1998,95.14
12/3/1998,95.16
12/4/1998,95.15
12/7/1998,95.15
12/8/1998,95.15
12/9/1998,95.15
12/10/1998,95.15
12/11/1998,95.15
12/14/1998,95.15
12/15/1998,95.15
12/16/1998,95.15
12/17/1998,95.14
12/18/1998,95.13
12/21/1998,95.13
12/22/1998,95.13
12/23/1998,95.13
12/24/1998,95.12
12/28/1998,95.16
12/29/1998,95.19
12/30/1998,95.236
12/31/1998,95.266
1/4/1999,95.28
1/5/1999,95.27
1/6/1999,95.26
1/7/1999,95.27
1/8/1999,95.26
1/11/1999,95.25
1/12/1999,95.25
1/13/1999,95.26
1/14/1999,95.28
1/15/1999,95.27
1/19/1999,95.27
1/20/1999,95.26
1/21/1999,95.27
1/22/1999,95.28
1/25/1999,95.27
1/26/1999,95.268
1/27/1999,95.266
1/28/1999,95.254
1/29/1999,95.252
2/1/1999,95.24
2/2/1999,95.23
2/3/1999,95.24
2/4/1999,95.23
2/5/1999,95.23
2/8/1999,95.23
2/9/1999,95.24
2/10/1999,95.23
2/11/1999,95.23
2/12/1999,95.22
2/16/1999,95.23
2/17/1999,95.23
2/18/1999,95.23
2/19/1999,95.23
2/22/1999,95.22
2/23/1999,95.228
2/24/1999,95.212
2/25/1999,95.208
2/26/1999,95.204
3/1/1999,95.18
3/2/1999,95.2
3/3/1999,95.2
3/4/1999,95.19
3/5/1999,95.22
3/8/1999,95.22
3/9/1999,95.22
3/10/1999,95.22
3/11/1999,95.23
3/12/1999,95.23
3/15/1999,95.23
3/16/1999,95.23
3/17/1999,95.23
3/18/1999,95.23
3/19/1999,95.23
3/22/1999,95.23
3/23/1999,95.23
3/24/1999,95.23
3/25/1999,95.23
3/26/1999,95.23
3/29/1999,95.226
3/30/1999,95.23
3/31/1999,95.222
4/1/1999,95.22
4/2/1999,95.23
4/5/1999,95.23
4/6/1999,95.24
4/7/1999,95.24
4/8/1999,95.24
4/9/1999,95.24
4/12/1999,95.24
4/13/1999,95.24
4/14/1999,95.24
4/15/1999,95.24
4/16/1999,95.23
4/19/1999,95.23
4/20/1999,95.24
4/21/1999,95.24
4/22/1999,95.23
4/23/1999,95.24
4/26/1999,95.24
4/27/1999,95.236
4/28/1999,95.232
4/29/1999,95.234
4/30/1999,95.214
5/3/1999,95.21
5/4/1999,95.21
5/5/1999,95.21
5/6/1999,95.2
5/7/1999,95.2
5/10/1999,95.2
5/11/1999,95.2
5/12/1999,95.2
5/13/1999,95.22
5/14/1999,95.18
5/17/1999,95.18
5/18/1999,95.19
5/19/1999,95.21
5/20/1999,95.21
5/21/1999,95.22
5/24/1999,95.22
5/25/1999,95.19
5/26/1999,95.17
5/27/1999,95.118
5/28/1999,95.094
6/1/1999,95.04
6/2/1999,95.04
6/3/1999,95.04
6/4/1999,95.03
6/7/1999,95.04
6/8/1999,95.04
6/9/1999,95.03
6/10/1999,95.01
6/11/1999,94.99
6/14/1999,94.99
6/15/1999,94.99
6/16/1999,95
6/17/1999,95
6/18/1999,95
6/21/1999,94.99
6/22/1999,94.98
6/23/1999,94.96
6/24/1999,94.95
6/25/1999,94.942
6/28/1999,94.924
6/29/1999,94.916
6/30/1999,94.956
7/1/1999,94.955
7/2/1999,94.96
7/6/1999,94.955
7/7/1999,94.95
7/8/1999,94.96
7/9/1999,94.96
7/12/1999,94.965
7/13/1999,94.97
7/14/1999,94.97
7/15/1999,94.96
7/16/1999,94.97
7/19/1999,94.975
7/20/1999,94.975
7/21/1999,94.975
7/22/1999,94.96
7/23/1999,94.96
7/26/1999,94.96
7/27/1999,94.939
7/28/1999,94.923
7/29/1999,94.874
7/30/1999,94.841
8/2/1999,94.8
8/3/1999,94.805
8/4/1999,94.82
8/5/1999,94.84
8/6/1999,94.78
8/9/1999,94.75
8/10/1999,94.75
8/11/1999,94.76
8/12/1999,94.755
8/13/1999,94.77
8/16/1999,94.765
8/17/1999,94.765
8/18/1999,94.765
8/19/1999,94.77
8/20/1999,94.78
8/23/1999,94.77
8/24/1999,94.74
8/25/1999,94.74
8/26/1999,94.725
8/27/1999,94.704
8/30/1999,94.677
8/31/1999,94.652
9/1/1999,94.64
9/2/1999,94.635
9/3/1999,94.68
9/7/1999,94.675
9/8/1999,94.67
9/9/1999,94.66
9/10/1999,94.675
9/13/1999,94.68
9/14/1999,94.66
9/15/1999,94.685
9/16/1999,94.69
9/17/1999,94.7
9/20/1999,94.7
9/21/1999,94.705
9/22/1999,94.715
9/23/1999,94.71
9/24/1999,94.73
9/27/1999,94.707
9/28/1999,94.699
9/29/1999,94.683
9/30/1999,94.679
10/1/1999,94.635
10/4/1999,94.65
10/5/1999,94.665
10/6/1999,94.675
10/7/1999,94.675
10/8/1999,94.675
10/12/1999,94.67
10/13/1999,94.675
10/14/1999,94.67
10/15/1999,94.685
10/18/1999,94.68
10/19/1999,94.665
10/20/1999,94.66
10/21/1999,94.67
10/22/1999,94.675
10/25/1999,94.67
10/26/1999,94.646
10/27/1999,94.629
10/28/1999,94.608
10/29/1999,94.612
11/1/1999,94.585
11/2/1999,94.595
11/3/1999,94.605
11/4/1999,94.625
11/5/1999,94.645
11/8/1999,94.63
11/9/1999,94.615
11/10/1999,94.59
11/12/1999,94.585
11/15/1999,94.58
11/16/1999,94.5
11/17/1999,94.5
11/18/1999,94.52
11/19/1999,94.525
11/22/1999,94.53
11/23/1999,94.53
11/24/1999,94.526
11/26/1999,94.517
11/29/1999,94.51
11/30/1999,94.511
12/1/1999,94.505
12/2/1999,94.5
12/3/1999,94.515
12/6/1999,94.51
12/7/1999,94.51
12/8/1999,94.52
12/9/1999,94.5
12/10/1999,94.51
12/13/1999,94.505
12/14/1999,94.485
12/15/1999,94.49
12/16/1999,94.485
12/17/1999,94.485
12/20/1999,94.47
12/21/1999,94.47
12/22/1999,94.485
12/23/1999,94.495
12/27/1999,94.52
12/28/1999,94.476
12/29/1999,94.446
12/30/1999,94.364
12/31/1999,94.279
1/3/2000,94.19
1/4/2000,94.205
1/5/2000,94.185
1/6/2000,94.2
1/7/2000,94.21
1/10/2000,94.2
1/11/2000,94.185
1/12/2000,94.185
1/13/2000,94.195
1/14/2000,94.215
1/18/2000,94.21
1/19/2000,94.22
1/20/2000,94.22
1/21/2000,94.22
1/24/2000,94.22
1/25/2000,94.22
1/26/2000,94.201
1/27/2000,94.187
1/28/2000,94.144
1/31/2000,94.107
2/1/2000,94.09
2/2/2000,94.125
2/3/2000,94.155
2/4/2000,94.155
2/7/2000,94.155
2/8/2000,94.155
2/9/2000,94.145
2/10/2000,94.155
2/11/2000,94.155
2/14/2000,94.155
2/15/2000,94.155
2/16/2000,94.155
2/17/2000,94.15
2/18/2000,94.15
2/22/2000,94.155
2/23/2000,94.15
2/24/2000,94.126
2/25/2000,94.099
2/28/2000,94.06
2/29/2000,94.025
3/1/2000,93.99
3/2/2000,93.985
3/3/2000,93.99
3/6/2000,93.98
3/7/2000,93.98
3/8/2000,93.975
3/9/2000,93.98
3/10/2000,93.975
3/13/2000,93.97
3/14/2000,93.97
3/15/2000,93.965
3/16/2000,93.965
3/17/2000,93.965
3/20/2000,93.965
3/21/2000,93.985
3/22/2000,93.99
3/23/2000,93.99
3/24/2000,93.975
3/27/2000,93.975
3/28/2000,93.945
3/29/2000,93.92
3/30/2000,93.893
3/31/2000,93.86
4/3/2000,93.83
4/4/2000,93.885
4/5/2000,93.865
4/6/2000,93.865
4/7/2000,93.86
4/10/2000,93.86
4/11/2000,93.86
4/12/2000,93.86
4/13/2000,93.865
4/14/2000,93.855
4/17/2000,93.87
4/18/2000,93.87
4/19/2000,93.87
4/20/2000,93.87
4/24/2000,93.865
4/25/2000,93.817
4/26/2000,93.777
4/27/2000,93.674
4/28/2000,93.614
5/1/2000,93.57
5/2/2000,93.57
5/3/2000,93.56
5/4/2000,93.55
5/5/2000,93.535
5/8/2000,93.53
5/9/2000,93.53
5/10/2000,93.54
5/11/2000,93.535
5/12/2000,93.51
5/15/2000,93.515
5/16/2000,93.475
5/17/2000,93.47
5/18/2000,93.47
5/19/2000,93.47
5/22/2000,93.47
5/23/2000,93.47
5/24/2000,93.47
5/25/2000,93.427
5/26/2000,93.388
5/30/2000,93.332
5/31/2000,93.286
6/1/2000,93.29
6/2/2000,93.39
6/5/2000,93.405
6/6/2000,93.395
6/7/2000,93.395
6/8/2000,93.375
6/9/2000,93.375
6/12/2000,93.39
6/13/2000,93.42
6/14/2000,93.435
6/15/2000,93.435
6/16/2000,93.445
6/19/2000,93.445
6/20/2000,93.44
6/21/2000,93.44
6/22/2000,93.44
6/23/2000,93.44
6/26/2000,93.44
6/27/2000,93.431
6/28/2000,93.442
6/29/2000,93.442
6/30/2000,93.436
7/3/2000,93.455
7/5/2000,93.455
7/6/2000,93.455
7/7/2000,93.47
7/10/2000,93.47
7/11/2000,93.47
7/12/2000,93.47
7/13/2000,93.47
7/14/2000,93.465
7/17/2000,93.46
7/18/2000,93.46
7/19/2000,93.46
7/20/2000,93.475
7/21/2000,93.475
7/24/2000,93.475
7/25/2000,93.475
7/26/2000,93.465
7/27/2000,93.455
7/28/2000,93.436
7/31/2000,93.414
8/1/2000,93.405
8/2/2000,93.425
8/3/2000,93.435
8/4/2000,93.465
8/7/2000,93.465
8/8/2000,93.465
8/9/2000,93.465
8/10/2000,93.47
8/11/2000,93.465
8/14/2000,93.465
8/15/2000,93.465
8/16/2000,93.465
8/17/2000,93.465
8/18/2000,93.475
8/21/2000,93.475
8/22/2000,93.475
8/23/2000,93.475
